"","User.ID","ISBN","Book.Rating"
"3517",177375,"0312199430",10
"3518",177375,"0312990456",9
"3519",177375,"0375700757",9
"3520",177375,"0375706771",9
"3521",177375,"0375726403",10
"3522",177375,"0385484518",10
"3523",177375,"0385505833",7
"3524",177375,"0439064872",10
"3525",177375,"0440235162",9
"3526",177375,"0446519138",10
"3527",177375,"0449005615",10
"3528",177375,"0553582755",8
"3529",177375,"059035342X",10
"3530",177375,"0671776134",10
"3531",177375,"0802139256",8
"3532",177399,"0312421273",6
"3533",177403,"1573229571",9
"3534",177432,"0316769487",6
"3535",177432,"0345313860",8
"3536",177432,"0345339738",10
"3537",177432,"0345342968",10
"3538",177432,"0345353145",8
"3539",177432,"034538475X",7
"3540",177432,"0345391802",8
"3541",177432,"0345417623",8
"3542",177432,"0380002930",8
"3543",177432,"0425124347",8
"3544",177432,"0441790348",8
"3545",177432,"0446310786",10
"3546",177432,"0449212602",10
"3547",177432,"0451524934",10
"3548",177432,"0553250426",8
"3549",177432,"0553260111",8
"3550",177432,"0553268880",8
"3551",177432,"067102423X",9
"3552",177451,"0440221471",7
"3553",177458,"0061009059",8
"3554",177458,"0064400557",8
"3555",177458,"0312971346",8
"3556",177458,"0312976275",8
"3557",177458,"0345353145",7
"3558",177458,"0345370775",8
"3559",177458,"0345378482",6
"3560",177458,"0441304834",7
"3561",177458,"0446606812",5
"3562",177458,"0446610038",7
"3563",177458,"0451151259",8
"3564",177458,"0451177096",7
"3565",177458,"0553573403",8
"3566",177458,"0609610597",7
"3567",177458,"0842329129",5
"3568",177458,"0842342702",4
"3569",177458,"0875421180",8
"3570",177459,"0061009059",8
"3571",177479,"0060977493",10
"3572",177492,"0515120618",9
"3573",177492,"055321313X",9
"3574",177514,"0375727345",5
"3575",177531,"0786868716",7
"3576",177556,"0743211383",2
"3577",177560,"0786881852",5
"3578",177569,"0671042262",10
"3579",177573,"0156628708",4
"3580",177590,"014025448X",10
"3581",177590,"0380018179",9
"3582",177590,"0842329218",10
"3583",177590,"1576737330",9
"3584",177623,"0440213290",8
"3585",177634,"0440211727",8
"3586",177638,"0515132020",10
"3587",177660,"0804106304",9
"3588",177690,"0385504209",10
"3589",177716,"0375400117",10
"3590",177731,"0440214041",7
"3591",177737,"067976402X",8
"3592",177792,"0446612545",8
"3593",177799,"0399148639",5
"3594",177823,"0375727345",8
"3595",177862,"0425182878",7
"3596",177862,"0684853515",5
"3597",177870,"0345342968",7
"3598",177876,"051513628X",9
"3599",177918,"0425116840",8
"3600",177959,"0375706771",8
"3601",177968,"0375400117",7
"3602",177971,"0671021001",4
"3603",177982,"0767902521",10
"3604",177989,"0446310786",5
"3605",178001,"0312195516",5
"3606",178022,"051512608X",5
"3607",178026,"0671793489",10
"3608",178028,"1573229326",5
"3609",178029,"0743225406",10
"3610",178032,"0786868716",7
"3611",178035,"0425158616",8
"3612",178035,"0425175405",8
"3613",178035,"0440211727",8
"3614",178035,"0440224764",7
"3615",178035,"0446610038",7
"3616",178056,"0316769487",6
"3617",178056,"0385335482",6
"3618",178058,"0425147622",8
"3619",178058,"042518286X",8
"3620",178065,"0452282152",4
"3621",178069,"0345370775",7
"3622",178072,"0971880107",5
"3623",178079,"0312995423",10
"3624",178079,"0316693200",10
"3625",178079,"0553582747",10
"3626",178104,"0440236703",10
"3627",178107,"3442541751",8
"3628",178112,"0671867156",9
"3629",178123,"0060930535",7
"3630",178144,"0142004235",7
"3631",178144,"0312924585",7
"3632",178144,"0684872153",5
"3633",178151,"0345443284",9
"3634",178151,"0385505833",8
"3635",178151,"0440224624",7
"3636",178151,"0553375407",10
"3637",178151,"068484267X",10
"3638",178157,"0375726403",8
"3639",178181,"0679429220",8
"3640",178183,"0316666343",8
"3641",178183,"0553273914",9
"3642",178187,"0140293248",10
"3643",178199,"0060392452",7
"3644",178199,"0061015725",5
"3645",178199,"0140244824",7
"3646",178199,"0142001740",10
"3647",178199,"0142004235",10
"3648",178199,"0156007754",10
"3649",178199,"0312422156",10
"3650",178199,"0316602906",7
"3651",178199,"0316666009",7
"3652",178199,"0345413873",6
"3653",178199,"0345443284",7
"3654",178199,"0375700757",10
"3655",178199,"0380731851",8
"3656",178199,"0385504209",8
"3657",178199,"0441790348",8
"3658",178199,"0446519138",6
"3659",178199,"0446601241",10
"3660",178199,"0671004107",9
"3661",178199,"067976402X",10
"3662",178199,"0767900383",8
"3663",178201,"0060188731",6
"3664",178201,"0140293248",5
"3665",178201,"037570504X",9
"3666",178201,"0375707972",7
"3667",178201,"0385498802",9
"3668",178201,"0449005615",9
"3669",178201,"0452282152",9
"3670",178201,"0671003755",8
"3671",178201,"0743418174",5
"3672",178201,"1400034779",7
"3673",178223,"0385484518",9
"3674",178223,"0553582747",8
"3675",178229,"0446531332",3
"3676",178240,"0345337662",9
"3677",178240,"0385472951",6
"3678",178240,"0440211727",9
"3679",178240,"0446672211",9
"3680",178240,"0553250531",7
"3681",178240,"0553289411",7
"3682",178248,"0380813815",9
"3683",178252,"0380789035",8
"3684",178254,"0451166892",9
"3685",178254,"0451524934",8
"3686",178261,"0671003755",9
"3687",178295,"0375707972",7
"3688",178310,"1573229326",8
"3689",178315,"0345452550",9
"3690",178322,"0060173289",5
"3691",178322,"0312278586",2
"3692",178322,"0375412824",4
"3693",178322,"0440223202",7
"3694",178322,"0446610399",5
"3695",178329,"0971880107",4
"3696",178337,"0385720955",10
"3697",178348,"0671042262",6
"3698",178355,"0316969680",7
"3699",178362,"0671250671",9
"3700",178379,"1844262553",9
"3701",178412,"0515131229",9
"3702",178446,"0446527785",6
"3703",178449,"0440221471",7
"3704",178456,"0345353145",10
"3705",178458,"0345465083",8
"3706",178458,"0515128554",7
"3707",178458,"0515135062",8
"3708",178471,"0553375407",8
"3709",178485,"0446519138",6
"3710",178486,"0743457358",6
"3711",178493,"039592720X",8
"3712",178494,"0446607711",8
"3713",178515,"0451202341",8
"3714",178522,"0316666009",8
"3715",178522,"0316693200",5
"3716",178522,"0316969680",10
"3717",178522,"038529929X",9
"3718",178522,"0385472951",8
"3719",178522,"0385486804",9
"3720",178522,"0385490992",5
"3721",178522,"0399143947",8
"3722",178522,"0399145087",8
"3723",178522,"0399148639",6
"3724",178522,"0440226430",8
"3725",178522,"044651652X",10
"3726",178522,"0743206045",9
"3727",178526,"0060915544",9
"3728",178526,"0142000205",7
"3729",178533,"0375700757",7
"3730",178535,"0671038184",8
"3731",178558,"044023722X",8
"3732",178562,"0440224764",6
"3733",178568,"0440224764",6
"3734",178578,"0553582763",8
"3735",178587,"0425180964",7
"3736",178587,"0425185710",5
"3737",178587,"0451191145",10
"3738",178597,"0060987529",7
"3739",178597,"0446679364",9
"3740",178597,"1400032717",8
"3741",178604,"0805062971",8
"3742",178667,"0060502258",3
"3743",178667,"0060938455",7
"3744",178667,"0142001740",9
"3745",178667,"0312274920",8
"3746",178667,"0312305060",7
"3747",178667,"0312990456",8
"3748",178667,"0316969443",7
"3749",178667,"038079487X",7
"3750",178667,"039592720X",8
"3751",178667,"0399501487",7
"3752",178667,"0425124347",5
"3753",178667,"0440221471",5
"3754",178667,"044023722X",3
"3755",178667,"0446601241",8
"3756",178667,"0452264464",5
"3757",178667,"0515130389",7
"3758",178667,"0515131229",5
"3759",178667,"0670844527",4
"3760",178667,"0671693816",5
"3761",178667,"0671867113",8
"3762",178667,"0786817070",7
"3763",178667,"1573225789",5
"3764",178668,"0060392452",9
"3765",178668,"0316666343",7
"3766",178668,"0446532231",8
"3767",178671,"0375700757",7
"3768",178693,"0316666343",6
"3769",178695,"1400034779",10
"3770",178710,"0345446860",7
"3771",178710,"037570504X",9
"3772",178762,"0385504209",6
"3773",178797,"0312274920",7
"3774",178797,"0316777722",6
"3775",178797,"0380977788",9
"3776",178834,"0446610038",8
"3777",178839,"0060502258",8
"3778",178880,"0743237188",8
"3779",178890,"0451177096",9
"3780",178895,"0971880107",5
"3781",178914,"0375504397",8
"3782",178914,"039914739X",5
"3783",178914,"0684867621",4
"3784",178914,"0743211383",5
"3785",178919,"0786881852",5
"3786",178920,"006019491X",10
"3787",178920,"0060938455",10
"3788",178920,"0064407667",3
"3789",178920,"0156628708",8
"3790",178920,"0385420161",8
"3791",178920,"0670892963",9
"3792",178920,"0671617028",9
"3793",178920,"080410753X",9
"3794",178949,"0345339711",5
"3795",178953,"0446310786",9
"3796",178961,"0812511816",5
"3797",178962,"0316776963",9
"3798",178969,"0590353403",8
"3799",178969,"1558743669",8
"3800",179019,"0061015725",9
"3801",179019,"0316693200",4
"3802",179019,"0345339738",10
"3803",179019,"0345361792",10
"3804",179019,"0385492081",9
"3805",179019,"0385498802",6
"3806",179019,"0385511612",1
"3807",179019,"0440214041",8
"3808",179019,"0446606383",4
"3809",179019,"0451526341",9
"3810",179019,"0553208845",9
"3811",179019,"0553572997",8
"3812",179019,"0671021001",7
"3813",179019,"0786868716",6
"3814",179030,"0684867621",5
"3815",179054,"0061097314",8
"3816",179068,"0440214041",9
"3817",179068,"044022165X",9
"3818",179075,"006101351X",10
"3819",179075,"0375700757",10
"3820",179075,"0446605239",10
"3821",179075,"0449212602",9
"3822",179092,"0894805770",9
"3823",179092,"089480829X",10
"3824",179118,"0452260116",9
"3825",179118,"0452282195",8
"3826",179147,"0316601950",3
"3827",179183,"0375702709",7
"3828",179189,"0684848783",4
"3829",179280,"0446611212",7
"3830",179280,"0451202341",7
"3831",179288,"006101351X",5
"3832",179288,"0316601950",10
"3833",179310,"0440213029",5
"3834",179321,"0316096199",9
"3835",179321,"037570504X",6
"3836",179321,"0385335482",10
"3837",179327,"0060938455",8
"3838",179327,"0316284955",10
"3839",179327,"0451524934",7
"3840",179327,"0671004107",9
"3841",179330,"0060930535",8
"3842",179334,"0345350685",10
"3843",179344,"0345348036",8
"3844",179358,"0345339703",9
"3845",179360,"0385479565",7
"3846",179387,"0374129983",4
"3847",179390,"0439064872",9
"3848",179411,"1559029838",7
"3849",179414,"0060916508",10
"3850",179414,"0452282152",7
"3851",179416,"0553579754",8
"3852",179433,"0061009059",9
"3853",179433,"0312966970",9
"3854",179433,"0312971346",9
"3855",179433,"0312976275",9
"3856",179433,"0441003257",9
"3857",179433,"044661193X",10
"3858",179433,"0671027360",7
"3859",179436,"0316789089",6
"3860",179454,"0971880107",4
"3861",179461,"0671042262",9
"3862",179518,"0385505833",7
"3863",179523,"0446611212",2
"3864",179532,"0060938455",8
"3865",179532,"1573225517",7
"3866",179534,"067976402X",9
"3867",179591,"0060976845",8
"3868",179591,"038079487X",9
"3869",179657,"0140042598",10
"3870",179688,"0743224574",3
"3871",179688,"0786868716",6
"3872",179718,"0312966970",9
"3873",179718,"0316693006",10
"3874",179718,"0345313860",8
"3875",179718,"0345351525",5
"3876",179718,"034538475X",9
"3877",179718,"0345422384",8
"3878",179718,"0380718340",9
"3879",179718,"0425158616",9
"3880",179718,"0446604801",9
"3881",179718,"0553561618",9
"3882",179718,"055356451X",9
"3883",179718,"0671568175",9
"3884",179718,"0671793489",9
"3885",179730,"0312291639",8
"3886",179730,"0440215625",7
"3887",179730,"0441304834",7
"3888",179730,"0451169530",9
"3889",179730,"059035342X",10
"3890",179730,"0875421180",7
"3891",179733,"0440241413",10
"3892",179733,"0446672211",10
"3893",179734,"002542730X",10
"3894",179734,"0064400557",10
"3895",179734,"0064407667",10
"3896",179734,"0064407675",10
"3897",179734,"0345339738",10
"3898",179734,"0380012863",8
"3899",179734,"0385335881",10
"3900",179734,"0439136350",10
"3901",179734,"0440241413",10
"3902",179734,"0446672211",10
"3903",179734,"0451526341",8
"3904",179734,"0590353403",10
"3905",179734,"0786817070",10
"3906",179734,"0875421180",10
"3907",179739,"0743437640",6
"3908",179741,"0312966970",10
"3909",179741,"0316602906",7
"3910",179741,"0385504209",9
"3911",179741,"044661193X",8
"3912",179744,"0446364193",10
"3913",179772,"0140067477",10
"3914",179772,"0316789089",10
"3915",179772,"0385504209",10
"3916",179772,"0446394521",9
"3917",179772,"0446677450",9
"3918",179772,"1878424319",10
"3919",179791,"0345380371",10
"3920",179791,"0345417623",10
"3921",179791,"0451524934",10
"3922",179791,"0552996009",8
"3923",179791,"067976402X",9
"3924",179791,"0971880107",2
"3925",179797,"0380018179",8
"3926",179797,"0451177096",10
"3927",179826,"0062502182",9
"3928",179826,"0142001805",8
"3929",179826,"0156027321",5
"3930",179826,"0312195516",8
"3931",179826,"0312305060",10
"3932",179826,"0316666343",6
"3933",179826,"0684865742",8
"3934",179843,"0345417623",10
"3935",179843,"0515136379",8
"3936",179843,"0553582747",8
"3937",179853,"0553573403",7
"3938",179863,"0446611867",5
"3939",179885,"0316777730",10
"3940",179885,"0671021001",10
"3941",179885,"1878424319",10
"3942",179906,"068484267X",5
"3943",179906,"0767905180",8
"3944",179978,"0140067477",10
"3945",179978,"0439136350",10
"3946",179978,"0590353403",10
"3947",179978,"0894805770",10
"3948",179995,"0671004107",5
"3949",180002,"0142000205",8
"3950",180037,"0440223202",8
"3951",180042,"0060392452",9
"3952",180042,"0060928336",9
"3953",180042,"0060976845",8
"3954",180042,"0312195516",7
"3955",180042,"0312243022",7
"3956",180042,"0316666343",8
"3957",180042,"0385474016",8
"3958",180042,"0440211727",8
"3959",180042,"0440213525",8
"3960",180042,"0440224764",8
"3961",180042,"0446519138",10
"3962",180042,"0671003755",8
"3963",180042,"0671021001",8
"3964",180056,"0060930187",8
"3965",180056,"0671027344",10
"3966",180146,"0156007754",7
"3967",180146,"0552996009",7
"3968",180149,"0971880107",4
"3969",180151,"0971880107",5
"3970",180160,"0375726403",7
"3971",180206,"0330332775",9
"3972",180239,"0425116840",7
"3973",180297,"0767900383",3
"3974",180314,"0385721420",5
"3975",180314,"0449005615",7
"3976",180320,"0345402871",7
"3977",180348,"0316666343",10
"3978",180348,"0345313860",8
"3979",180348,"0385504209",9
"3980",180348,"0553584510",8
"3981",180348,"0671027387",9
"3982",180364,"0671021001",2
"3983",180378,"0385199570",10
"3984",180383,"0446611212",8
"3985",180392,"0684833395",8
"3986",180405,"0060938455",6
"3987",180441,"0385498721",8
"3988",180447,"0971880107",3
"3989",180495,"0440235162",10
"3990",180495,"0743437640",8
"3991",180498,"0425116840",3
"3992",180522,"0064401847",10
"3993",180533,"0060502258",9
"3994",180540,"0060930535",8
"3995",180558,"0060926317",10
"3996",180586,"0451153553",8
"3997",180586,"0743418174",7
"3998",180591,"059035342X",10
"3999",180651,"0060502258",2
"4000",180651,"0060934417",8
"4001",180651,"0060938455",7
"4002",180651,"0060958022",8
"4003",180651,"0156628708",7
"4004",180651,"0316666343",7
"4005",180651,"0375703861",6
"4006",180651,"0425175405",8
"4007",180651,"0446610038",7
"4008",180651,"0553579606",8
"4009",180651,"068484267X",7
"4010",180651,"0812550706",9
"4011",180651,"1573225517",8
"4012",180651,"1592400876",10
"4013",180658,"0446610038",7
"4014",180671,"0425167313",8
"4015",180682,"0446605484",8
"4016",180684,"0440211263",10
"4017",180693,"0142002267",9
"4018",180733,"0345313860",9
"4019",180733,"0439064872",9
"4020",180733,"059035342X",9
"4021",180795,"0971880107",3
"4022",180801,"0312971346",8
"4023",180832,"0553582763",7
"4024",180865,"0140067477",5
"4025",180870,"1844262553",9
"4026",180871,"0060915544",6
"4027",180876,"0440224624",9
"4028",180903,"0440225701",10
"4029",180910,"0312278586",5
"4030",180917,"0425177173",9
"4031",180917,"059035342X",10
"4032",180925,"0316769487",6
"4033",180925,"0345370805",8
"4034",180925,"0446532231",8
"4035",180927,"0446610038",8
"4036",180937,"0446605239",8
"4037",180957,"0743418174",5
"4038",180957,"1400032717",10
"4039",180958,"0316769487",7
"4040",180960,"0345342968",7
"4041",180975,"0425177173",8
"4042",180981,"0399144463",9
"4043",180995,"0060175400",7
"4044",181021,"0425185710",5
"4045",181061,"0671568175",10
"4046",181076,"0385336179",8
"4047",181077,"0345353145",8
"4048",181077,"0385504209",8
"4049",181084,"0452282152",5
"4050",181103,"0064400557",10
"4051",181117,"006019491X",9
"4052",181117,"0345339681",8
"4053",181117,"0375726403",9
"4054",181129,"0446611867",7
"4055",181156,"0971880107",4
"4056",181176,"006101351X",9
"4057",181176,"0316969443",8
"4058",181176,"0345342968",10
"4059",181176,"0345353145",9
"4060",181176,"034540288X",8
"4061",181176,"0380813815",10
"4062",181176,"0385474016",7
"4063",181176,"0439136350",8
"4064",181176,"0446310786",8
"4065",181176,"0446605239",10
"4066",181176,"0553582755",8
"4067",181176,"059035342X",9
"4068",181176,"0671617028",9
"4069",181176,"0671708635",2
"4070",181176,"0743457358",8
"4071",181178,"0345413369",10
"4072",181191,"0316168815",8
"4073",181212,"0671867113",8
"4074",181212,"0688177751",7
"4075",181223,"0140244824",7
"4076",181223,"0385265700",9
"4077",181223,"0385720106",8
"4078",181223,"0452282152",7
"4079",181238,"0671776134",10
"4080",181246,"0060928336",5
"4081",181293,"0971880107",7
"4082",181316,"0440241537",9
"4083",181316,"0971880107",1
"4084",181322,"0064401847",6
"4085",181340,"0671027344",9
"4086",181360,"1558744630",7
"4087",181368,"0316569321",2
"4088",181368,"037570504X",6
"4089",181413,"0553375407",10
"4090",181429,"0553583468",8
"4091",181436,"0670844527",7
"4092",181436,"067102423X",8
"4093",181436,"0842329129",1
"4094",181452,"0345339681",10
"4095",181452,"0345339703",6
"4096",181452,"0345353145",8
"4097",181452,"0345370775",10
"4098",181452,"0345378482",5
"4099",181452,"0345378490",5
"4100",181452,"034540288X",7
"4101",181473,"0385730586",8
"4102",181507,"0140067477",7
"4103",181513,"0671027360",9
"4104",181513,"0743437640",6
"4105",181514,"0380789035",10
"4106",181532,"0609610597",8
"4107",181608,"0375707972",7
"4108",181616,"0425122123",8
"4109",181681,"0375703861",8
"4110",181683,"0971880107",1
"4111",181687,"0060096195",10
"4112",181687,"0060934417",7
"4113",181687,"0312195516",9
"4114",181687,"0312243022",6
"4115",181687,"0312278586",9
"4116",181687,"0316089699",9
"4117",181687,"0316096199",10
"4118",181687,"0316776963",5
"4119",181687,"0345416260",10
"4120",181687,"0345447840",8
"4121",181687,"0375727132",6
"4122",181687,"038079487X",5
"4123",181687,"0385335482",9
"4124",181687,"0385335881",10
"4125",181687,"0385484518",8
"4126",181687,"0440226104",10
"4127",181687,"0440236673",8
"4128",181687,"044023722X",4
"4129",181687,"0449006522",9
"4130",181687,"067088300X",6
"4131",181687,"068484267X",9
"4132",181687,"0743237188",7
"4133",181687,"0743469801",9
"4134",181687,"0767905180",8
"4135",181687,"0786868716",8
"4136",181689,"0375707972",6
"4137",181691,"0440236703",6
"4138",181691,"0446611867",7
"4139",181704,"0971880107",7
"4140",181713,"0060930535",8
"4141",181714,"0385482388",8
"4142",181714,"0553582747",3
"4143",181722,"0312243022",10
"4144",181736,"0140119906",8
"4145",181736,"0767900383",10
"4146",181736,"1400034779",6
"4147",181775,"155874262X",9
"4148",181781,"0671042858",7
"4149",181796,"051512608X",6
"4150",181796,"0515132020",9
"4151",181796,"059035342X",10
"4152",181833,"0440214041",2
"4153",181864,"0449212602",8
"4154",181864,"0671510053",3
"4155",181870,"034540288X",10
"4156",181877,"0553572997",4
"4157",181877,"074343627X",5
"4158",181894,"0345337662",10
"4159",181944,"0804106304",10
"4160",181948,"0385508042",8
"4161",181950,"0440221471",7
"4162",181956,"0385486804",7
"4163",181979,"0385510438",8
"4164",181995,"0441003257",10
"4165",181995,"0786817070",7
"4166",182048,"3442541751",5
"4167",182053,"0064400557",10
"4168",182053,"0345313860",10
"4169",182053,"0345337662",10
"4170",182053,"0345384466",10
"4171",182053,"0786817070",10
"4172",182055,"0684874350",8
"4173",182080,"0060926317",6
"4174",182085,"0142001740",9
"4175",182085,"0312976275",8
"4176",182085,"0345370805",9
"4177",182085,"0380977788",9
"4178",182085,"0385335830",10
"4179",182085,"0425122123",9
"4180",182085,"0440498058",10
"4181",182085,"0446679593",10
"4182",182085,"0553213148",10
"4183",182085,"0553561618",5
"4184",182086,"0312983824",10
"4185",182086,"0553579606",10
"4186",182101,"0345370775",10
"4187",182113,"044651652X",9
"4188",182147,"0375703055",6
"4189",182154,"0385335482",7
"4190",182154,"067088300X",8
"4191",182155,"0553273914",9
"4192",182180,"0316096199",8
"4193",182180,"0316569321",8
"4194",182180,"0375500510",9
"4195",182180,"0446611867",9
"4196",182180,"0786868716",8
"4197",182202,"0060928336",10
"4198",182202,"0064407667",9
"4199",182202,"0064407675",10
"4200",182202,"014131088X",9
"4201",182202,"0312278586",10
"4202",182202,"0385335881",10
"4203",182202,"0439064872",10
"4204",182220,"038572179X",8
"4205",182229,"0385505833",5
"4206",182242,"068484477X",9
"4207",182275,"0671042858",4
"4208",182295,"0425143325",8
"4209",182318,"0671776134",10
"4210",182334,"0060392452",10
"4211",182334,"0452282152",6
"4212",182334,"0515128554",6
"4213",182334,"0786885688",3
"4214",182382,"0440224675",3
"4215",182403,"0380710218",10
"4216",182403,"0380717018",9
"4217",182403,"038529929X",9
"4218",182403,"0399143947",8
"4219",182403,"0399145087",8
"4220",182414,"0345353145",5
"4221",182414,"0451203895",6
"4222",182425,"0743412028",6
"4223",182425,"1573225517",6
"4224",182430,"0380710218",6
"4225",182442,"0140067477",2
"4226",182442,"0345361792",10
"4227",182442,"034536676X",9
"4228",182442,"0375726403",9
"4229",182442,"038533334X",8
"4230",182459,"0060928336",10
"4231",182459,"0316769487",10
"4232",182459,"0345339711",10
"4233",182459,"0345339738",10
"4234",182459,"0440211727",10
"4235",182459,"0440213525",10
"4236",182459,"0446606812",8
"4237",182459,"0452282152",10
"4238",182459,"059035342X",10
"4239",182459,"067102423X",10
"4240",182459,"0684872153",10
"4241",182459,"0743225406",10
"4242",182459,"074343627X",10
"4243",182475,"0440214041",7
"4244",182478,"1558744630",10
"4245",182506,"0060987529",6
"4246",182506,"0142001740",10
"4247",182527,"0316969443",9
"4248",182527,"0425175405",7
"4249",182527,"0446607193",9
"4250",182527,"0446607711",8
"4251",182527,"0804106304",8
"4252",182551,"068484267X",10
"4253",182554,"0312195516",7
"4254",182599,"0345337662",8
"4255",182599,"0440221471",10
"4256",182599,"0440224764",8
"4257",182599,"0440236673",10
"4258",182612,"0064400557",8
"4259",182746,"0345417623",4
"4260",182746,"0385505833",10
"4261",182746,"0440234743",5
"4262",182746,"0446612545",10
"4263",182756,"0671004107",8
"4264",182760,"051513628X",8
"4265",182781,"0440213525",8
"4266",182801,"0330332775",9
"4267",182821,"0684872153",6
"4268",182831,"0449006522",6
"4269",182838,"0345339711",10
"4270",182838,"0345339738",10
"4271",182847,"0345370775",8
"4272",182847,"034540288X",7
"4273",182847,"0439136350",8
"4274",182847,"0446606812",10
"4275",182847,"0590353403",10
"4276",182931,"0684872153",8
"4277",182939,"0553579754",7
"4278",182954,"059035342X",10
"4279",182966,"0440206154",7
"4280",182968,"0345416260",8
"4281",182969,"0142001740",10
"4282",182969,"0316601950",9
"4283",182969,"0316776963",10
"4284",182969,"0671510053",10
"4285",182969,"068484477X",10
"4286",182969,"0802139256",7
"4287",182969,"0805063897",10
"4288",182993,"0060928336",10
"4289",182993,"0142004235",10
"4290",182993,"0312278586",9
"4291",182993,"0316569321",10
"4292",182993,"0380731851",9
"4293",182993,"038529929X",8
"4294",182993,"0385335482",10
"4295",182993,"0385335881",10
"4296",182993,"0385510438",9
"4297",182993,"0671021001",10
"4298",182993,"0767905180",8
"4299",182993,"0786868716",10
"4300",183005,"0446612545",9
"4301",183015,"0812550706",3
"4302",183034,"0060977493",5
"4303",183046,"0061020710",8
"4304",183046,"0312195516",9
"4305",183046,"0316601950",7
"4306",183046,"0345413350",8
"4307",183046,"0380977788",9
"4308",183046,"0425152251",8
"4309",183046,"0553572997",7
"4310",183046,"0786817070",7
"4311",183046,"0811801802",9
"4312",183046,"0842342702",5
"4313",183046,"0877017883",9
"4314",183047,"0312305060",8
"4315",183060,"0060502258",10
"4316",183061,"0399144463",8
"4317",183061,"0439064872",10
"4318",183061,"0446531332",8
"4319",183061,"1558743669",10
"4320",183088,"0439136350",8
"4321",183088,"0590353403",8
"4322",183091,"0064401847",10
"4323",183100,"0345361792",8
"4324",183101,"0060976845",3
"4325",183101,"0553582763",8
"4326",183101,"0743411250",7
"4327",183101,"0743457358",4
"4328",183101,"0786868716",9
"4329",183103,"039914739X",5
"4330",183110,"0439064872",4
"4331",183110,"059035342X",6
"4332",183122,"0679746048",5
"4333",183126,"0156027321",7
"4334",183129,"1878424319",10
"4335",183131,"0804106304",10
"4336",183131,"0842329129",10
"4337",183134,"0312983298",9
"4338",183142,"0345313860",10
"4339",183142,"0345337662",10
"4340",183142,"0345351525",10
"4341",183142,"034538475X",10
"4342",183145,"0142001740",10
"4343",183172,"1573229571",8
"4344",183178,"0316096199",7
"4345",183178,"0375700757",8
"4346",183187,"0345402871",10
"4347",183187,"0425116840",10
"4348",183187,"0425180964",10
"4349",183187,"0440214041",4
"4350",183187,"0553268880",10
"4351",183188,"0671708635",5
"4352",183189,"037541309X",8
"4353",183196,"0345350499",8
"4354",183196,"0375706771",9
"4355",183200,"0060096195",8
"4356",183200,"0385508417",9
"4357",183257,"0684848783",8
"4358",183273,"0684867621",8
"4359",183277,"0345465083",8
"4360",183277,"0385486804",9
"4361",183277,"0385492081",9
"4362",183284,"0439064872",9
"4363",183284,"059035342X",9
"4364",183284,"0767902521",8
"4365",183284,"0767905385",10
"4366",183302,"0449212602",9
"4367",183335,"0671021001",9
"4368",183346,"0971880107",4
"4369",183347,"0312995423",8
"4370",183347,"0380018179",8
"4371",183347,"0380731851",7
"4372",183347,"0425151867",7
"4373",183347,"0446612545",7
"4374",183347,"089480829X",8
"4375",183355,"0375706771",8
"4376",183381,"0385505833",7
"4377",183476,"0671004107",8
"4378",183508,"0553296981",7
"4379",183524,"0380002930",10
"4380",183537,"0440224764",7
"4381",183540,"0312195516",3
"4382",183555,"0786868716",8
"4383",183572,"0312278586",8
"4384",183572,"0316168688",10
"4385",183572,"0316666343",10
"4386",183572,"0786868716",8
"4387",183589,"0316601950",7
"4388",183589,"039592720X",8
"4389",183597,"0385484518",8
"4390",183598,"034540288X",8
"4391",183664,"0425152251",10
"4392",183665,"0345465083",5
"4393",183670,"0060934417",10
"4394",183695,"039592720X",9
"4395",183725,"0345339703",9
"4396",183725,"0375727345",8
"4397",183725,"0449907481",6
"4398",183725,"0684872153",7
"4399",183729,"0060938455",10
"4400",183730,"0786885688",10
"4401",183740,"0345370775",8
"4402",183740,"0345378490",5
"4403",183745,"0786868716",5
"4404",183753,"0312278586",8
"4405",183753,"0385335482",6
"4406",183753,"0385504209",9
"4407",183753,"0446532231",8
"4408",183791,"0671027387",6
"4409",183816,"0440226430",7
"4410",183816,"0743211383",7
"4411",183832,"059035342X",10
"4412",183849,"0375727345",6
"4413",183849,"0743237188",8
"4414",183871,"0380731851",9
"4415",183883,"0156628708",5
"4416",183883,"0671027360",6
"4417",183883,"0684848783",10
"4418",183883,"0684872153",10
"4419",183923,"0446611867",6
"4420",183941,"0670892963",8
"4421",183952,"0312243022",5
"4422",183952,"0316781266",7
"4423",183952,"0375727345",6
"4424",183952,"0425182878",6
"4425",183952,"0802139256",8
"4426",183958,"0767900383",9
"4427",183958,"0875421180",7
"4428",183963,"0446605239",10
"4429",183963,"0515135062",5
"4430",183963,"0553578693",8
"4431",183963,"0971880107",1
"4432",183978,"0684833395",9
"4433",183980,"1573225789",9
"4434",183985,"0312282990",7
"4435",183995,"002542730X",10
"4436",183995,"0060392452",10
"4437",183995,"0316666009",8
"4438",183995,"0345380371",5
"4439",183995,"0385484518",10
"4440",183995,"044651652X",7
"4441",183995,"0553279912",10
"4442",184037,"0553250426",7
"4443",184039,"0140293248",6
"4444",184089,"0380727501",6
"4445",184089,"0671510053",10
"4446",184121,"0142001740",6
"4447",184121,"0842329129",7
"4448",184140,"0743457358",6
