"","income","native_country","hours_per_week","capital_loss","capital_gain","sex","race","relationship","occupation","marital_status","education_num","education","fnlwgt","workclass","age"
"221","<=50K","United-States",40,0,0,"Male","White","Not-in-family","?","Divorced",2,"1st-4th",187656,"?",64
"222","<=50K","United-States",40,2206,0,"Male","Black","Not-in-family","Other-service","Never-married",9,"HS-grad",51744,"Private",90
"223","<=50K","United-States",20,0,0,"Male","Black","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",176681,"Private",54
"224","<=50K","United-States",35,0,0,"Female","White","Not-in-family","Machine-op-inspct","Never-married",1,"Preschool",140359,"Local-gov",53
"225","<=50K","United-States",40,0,0,"Female","White","Own-child","Sales","Never-married",9,"HS-grad",243313,"Private",18
"226","<=50K","United-States",10,0,0,"Female","Amer-Indian-Eskimo","Not-in-family","?","Divorced",6,"10th",24215,"?",60
"227","<=50K","United-States",50,0,1409,"Male","White","Husband","Farming-fishing","Married-civ-spouse",9,"HS-grad",167687,"Self-emp-not-inc",66
"228","<=50K","Columbia",20,0,0,"Female","White","Not-in-family","Adm-clerical","Widowed",11,"Assoc-voc",314209,"Private",75
"229","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",9,"HS-grad",176796,"Private",65
"230","<=50K","United-States",40,0,3674,"Male","Black","Not-in-family","Transport-moving","Separated",7,"11th",538583,"Private",35
"231","<=50K","United-States",38,0,0,"Female","Black","Unmarried","Sales","Divorced",9,"HS-grad",130408,"Private",41
"232","<=50K","United-States",42,0,0,"Male","White","Not-in-family","Adm-clerical","Never-married",10,"Some-college",159732,"Private",25
"233","<=50K","United-States",40,0,0,"Female","Other","Other-relative","Craft-repair","Divorced",10,"Some-college",110978,"Private",33
"234",">50K","United-States",55,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",15,"Prof-school",76714,"Private",28
"235","<=50K","United-States",40,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",9,"HS-grad",268700,"State-gov",59
"236","<=50K","United-States",38,0,0,"Female","White","Not-in-family","Adm-clerical","Never-married",10,"Some-college",170525,"State-gov",40
"237",">50K","Iran",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",180138,"Private",41
"238",">50K","United-States",70,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",115076,"Local-gov",38
"239","<=50K","United-States",40,0,0,"Male","White","Own-child","Transport-moving","Never-married",9,"HS-grad",115458,"Private",23
"240",">50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",347890,"Private",40
"241","<=50K","United-States",20,0,0,"Female","White","Wife","Other-service","Married-civ-spouse",9,"HS-grad",196001,"Self-emp-not-inc",41
"242","<=50K","United-States",50,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",12,"Assoc-acdm",273905,"State-gov",24
"243","<=50K","United-States",20,0,0,"Male","White","Own-child","?","Never-married",10,"Some-college",119156,"?",20
"244","<=50K","United-States",40,1741,0,"Male","White","Not-in-family","Craft-repair","Divorced",10,"Some-college",179488,"Private",38
"245","<=50K","?",35,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",203580,"Private",56
"246",">50K","United-States",45,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",236596,"Private",58
"247","<=50K","United-States",34,0,0,"Female","White","Not-in-family","Other-service","Never-married",9,"HS-grad",183916,"Private",32
"248",">50K","United-States",60,1977,0,"Male","White","Husband","Tech-support","Married-civ-spouse",12,"Assoc-acdm",207578,"Private",40
"249","<=50K","?",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",153141,"Private",45
"250",">50K","United-States",40,0,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",15,"Prof-school",112763,"Private",41
"251","<=50K","United-States",40,0,0,"Female","Black","Wife","Adm-clerical","Married-civ-spouse",13,"Bachelors",390781,"Private",42
"252","<=50K","United-States",30,0,0,"Female","Black","Unmarried","Other-service","Widowed",6,"10th",171328,"Local-gov",59
"253","<=50K","United-States",40,0,0,"Male","White","Own-child","Adm-clerical","Never-married",10,"Some-college",27382,"Local-gov",19
"254","<=50K","United-States",20,0,0,"Male","White","Not-in-family","Transport-moving","Never-married",10,"Some-college",259014,"Private",58
"255",">50K","Cambodia",40,0,0,"Male","Asian-Pac-Islander","Husband","Farming-fishing","Married-civ-spouse",9,"HS-grad",303044,"Self-emp-not-inc",42
"256","<=50K","United-States",40,0,0,"Female","White","Own-child","Other-service","Never-married",9,"HS-grad",117789,"Private",20
"257","<=50K","United-States",30,0,0,"Female","White","Not-in-family","Other-service","Separated",9,"HS-grad",172579,"Private",32
"258","<=50K","United-States",45,0,0,"Female","White","Not-in-family","Exec-managerial","Widowed",11,"Assoc-voc",187666,"Private",45
"259","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",4,"7th-8th",204518,"Private",50
"260","<=50K","United-States",40,0,0,"Female","White","Own-child","Prof-specialty","Divorced",13,"Bachelors",150042,"Private",36
"261","<=50K","United-States",60,0,0,"Male","White","Husband","Sales","Married-civ-spouse",9,"HS-grad",98092,"Private",45
"262","<=50K","United-States",12,0,0,"Male","White","Own-child","Other-service","Never-married",7,"11th",245918,"Private",17
"263","<=50K","United-States",40,0,4064,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",146013,"Private",59
"264","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",7,"11th",378322,"Private",26
"265",">50K","Thailand",75,0,0,"Male","Asian-Pac-Islander","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",257295,"Self-emp-inc",37
"266","<=50K","Canada",24,0,0,"Male","White","Own-child","?","Never-married",10,"Some-college",218956,"?",19
"267",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",21174,"Private",64
"268","<=50K","United-States",45,0,0,"Female","White","Not-in-family","Prof-specialty","Never-married",13,"Bachelors",185480,"Private",33
"269",">50K","United-States",40,0,0,"Female","White","Wife","Craft-repair","Married-civ-spouse",9,"HS-grad",222205,"Private",33
"270",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",69867,"Private",61
"271","<=50K","United-States",24,0,1055,"Male","White","Own-child","Other-service","Never-married",5,"9th",191260,"Private",17
"272","<=50K","United-States",98,0,2407,"Male","White","Husband","Farming-fishing","Married-civ-spouse",14,"Masters",30653,"Self-emp-not-inc",50
"273","<=50K","United-States",35,0,0,"Male","White","Own-child","Prof-specialty","Never-married",14,"Masters",209109,"Local-gov",27
"274","<=50K","United-States",40,0,0,"Female","White","Own-child","Prof-specialty","Divorced",9,"HS-grad",70377,"Private",30
"275","<=50K","United-States",40,0,0,"Male","Black","Husband","Handlers-cleaners","Married-civ-spouse",9,"HS-grad",477983,"Private",43
"276",">50K","United-States",40,0,7298,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",170924,"Private",44
"277","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Exec-managerial","Never-married",10,"Some-college",190174,"Private",35
"278","<=50K","United-States",40,0,0,"Female","White","Own-child","Tech-support","Never-married",10,"Some-college",193787,"Private",25
"279",">50K","United-States",48,0,7298,"Female","White","Wife","Machine-op-inspct","Married-civ-spouse",10,"Some-college",279472,"Private",24
"280","<=50K","Germany",15,0,0,"Female","White","Not-in-family","Prof-specialty","Never-married",13,"Bachelors",34918,"Private",22
"281",">50K","United-States",40,0,5178,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",97688,"Local-gov",42
"282","<=50K","United-States",45,0,0,"Female","Black","Unmarried","Sales","Divorced",12,"Assoc-acdm",175413,"Private",34
"283","<=50K","United-States",42,0,0,"Female","White","Not-in-family","Prof-specialty","Divorced",13,"Bachelors",173960,"Private",60
"284","<=50K","United-States",40,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",9,"HS-grad",205759,"Private",21
"285",">50K","United-States",40,0,15024,"Male","White","Husband","Sales","Married-civ-spouse",14,"Masters",425161,"Federal-gov",57
"286",">50K","United-States",60,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",15,"Prof-school",220531,"Private",41
"287","<=50K","United-States",45,0,0,"Male","White","Not-in-family","Other-service","Divorced",10,"Some-college",176609,"Private",50
"288","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Exec-managerial","Never-married",13,"Bachelors",371987,"Private",25
"289","<=50K","Ecuador",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",4,"7th-8th",193884,"Private",50
"290","<=50K","United-States",45,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",200352,"Private",36
"291","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Prof-specialty","Divorced",9,"HS-grad",127595,"Private",31
"292","<=50K","United-States",56,0,0,"Male","White","Not-in-family","Protective-serv","Never-married",13,"Bachelors",220419,"Local-gov",29
"293","<=50K","United-States",45,0,0,"Male","White","Own-child","Sales","Never-married",10,"Some-college",231931,"Private",21
"294","<=50K","United-States",40,0,0,"Female","Black","Unmarried","Tech-support","Never-married",13,"Bachelors",248402,"Private",27
"295","<=50K","United-States",16,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",111095,"Private",65
"296","<=50K","United-States",60,0,0,"Female","White","Not-in-family","Sales","Divorced",13,"Bachelors",57424,"Self-emp-inc",37
"297","<=50K","?",40,0,3464,"Female","Asian-Pac-Islander","Wife","?","Married-civ-spouse",14,"Masters",157443,"?",39
"298","<=50K","United-States",40,0,0,"Male","White","Own-child","Craft-repair","Never-married",9,"HS-grad",278130,"Private",24
"299","<=50K","United-States",80,0,0,"Male","White","Not-in-family","Sales","Divorced",9,"HS-grad",169469,"Private",38
"300",">50K","United-States",40,0,7688,"Male","White","Husband","Adm-clerical","Married-civ-spouse",13,"Bachelors",146268,"Private",48
"301","<=50K","United-States",25,0,0,"Female","Asian-Pac-Islander","Not-in-family","Other-service","Never-married",10,"Some-college",153718,"Private",21
"302",">50K","United-States",45,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",217460,"Private",31
"303",">50K","United-States",40,0,4386,"Male","White","Husband","Sales","Married-civ-spouse",9,"HS-grad",238638,"Private",55
"304","<=50K","Laos",40,0,0,"Female","Asian-Pac-Islander","Wife","Adm-clerical","Married-civ-spouse",10,"Some-college",303296,"Private",24
"305","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",9,"HS-grad",173321,"Private",43
"306","<=50K","United-States",45,0,0,"Male","White","Not-in-family","Tech-support","Never-married",12,"Assoc-acdm",193945,"Private",26
"307","<=50K","United-States",33,0,0,"Female","White","Not-in-family","Prof-specialty","Never-married",12,"Assoc-acdm",83082,"Private",46
"308",">50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",12,"Assoc-acdm",193815,"Private",35
"309",">50K","United-States",54,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",10,"Some-college",34987,"Self-emp-inc",41
"310","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Sales","Never-married",13,"Bachelors",59306,"Private",26
"311",">50K","Taiwan",35,0,7298,"Male","Asian-Pac-Islander","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",142897,"Private",34
"312","<=50K","United-States",25,0,0,"Female","Black","Own-child","?","Never-married",10,"Some-college",860348,"?",19
"313",">50K","United-States",40,0,0,"Female","Black","Not-in-family","Prof-specialty","Divorced",13,"Bachelors",205607,"Self-emp-not-inc",36
"314","<=50K","United-States",15,0,0,"Male","White","Own-child","Sales","Never-married",10,"Some-college",199698,"Private",22
"315","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Machine-op-inspct","Never-married",10,"Some-college",191954,"Private",24
"316","<=50K","United-States",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",138714,"Self-emp-not-inc",77
"317","<=50K","Mexico",40,0,0,"Female","White","Other-relative","Machine-op-inspct","Married-civ-spouse",3,"5th-6th",399087,"Private",22
"318","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Tech-support","Never-married",10,"Some-college",423158,"Private",29
"319","<=50K","United-States",24,0,0,"Female","White","Not-in-family","Other-service","Widowed",9,"HS-grad",159841,"Private",62
"320","<=50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",174308,"Self-emp-not-inc",39
"321","<=50K","United-States",50,1485,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",50356,"Private",43
"322","<=50K","United-States",45,0,0,"Male","White","Not-in-family","Transport-moving","Divorced",9,"HS-grad",186110,"Private",35
"323","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Exec-managerial","Never-married",7,"11th",200381,"Private",29
"324","<=50K","United-States",10,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",14,"Masters",174309,"Self-emp-not-inc",76
"325","<=50K","United-States",45,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",9,"HS-grad",78383,"Self-emp-not-inc",63
"326","<=50K","United-States",15,0,0,"Female","Black","Own-child","?","Never-married",11,"Assoc-voc",211601,"?",23
"327",">50K","United-States",50,1887,0,"Female","White","Wife","Prof-specialty","Married-civ-spouse",10,"Some-college",187728,"Private",43
"328","<=50K","United-States",40,0,0,"Male","White","Husband","Handlers-cleaners","Married-civ-spouse",9,"HS-grad",321171,"Self-emp-not-inc",58
"329","<=50K","United-States",55,0,2050,"Male","White","Not-in-family","Transport-moving","Never-married",9,"HS-grad",127921,"Private",66
"330","<=50K","United-States",45,0,0,"Male","Black","Not-in-family","Craft-repair","Never-married",10,"Some-college",206565,"Private",41
"331","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Adm-clerical","Never-married",13,"Bachelors",224563,"Private",26
"332","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Other-service","Never-married",11,"Assoc-voc",178686,"Private",47
"333","<=50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",6,"10th",98545,"Local-gov",55
"334","<=50K","United-States",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",242606,"Private",53
"335","<=50K","Mexico",48,0,0,"Male","White","Other-relative","Other-service","Never-married",3,"5th-6th",270942,"Private",17
"336","<=50K","United-States",40,0,0,"Male","White","Other-relative","Craft-repair","Never-married",9,"HS-grad",94235,"Private",30
"337","<=50K","United-States",60,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",14,"Masters",71195,"Private",49
"338","<=50K","Haiti",30,0,0,"Male","Black","Unmarried","Sales","Never-married",9,"HS-grad",104112,"Private",19
"339","<=50K","United-States",40,0,0,"Male","Black","Husband","Other-service","Married-civ-spouse",9,"HS-grad",261192,"Private",45
"340","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Sales","Never-married",12,"Assoc-acdm",94936,"Private",26
"341",">50K","United-States",40,0,7298,"Male","White","Husband","Craft-repair","Married-civ-spouse",11,"Assoc-voc",296478,"Private",38
"342",">50K","United-States",40,0,7298,"Male","White","Husband","Protective-serv","Married-civ-spouse",9,"HS-grad",119272,"State-gov",36
"343","<=50K","United-States",20,0,0,"Male","White","Not-in-family","Farming-fishing","Never-married",9,"HS-grad",85043,"Private",33
"344","<=50K","United-States",40,0,0,"Female","Black","Own-child","Protective-serv","Never-married",10,"Some-college",293364,"State-gov",22
"345","<=50K","United-States",42,0,0,"Male","White","Not-in-family","Sales","Never-married",13,"Bachelors",241895,"Self-emp-not-inc",43
"346","<=50K","United-States",8,0,0,"Male","White","Husband","?","Married-civ-spouse",7,"11th",36135,"?",67
"347","<=50K","United-States",40,0,0,"Female","White","Unmarried","?","Divorced",11,"Assoc-voc",151989,"?",30
"348","<=50K","Iran",25,0,0,"Male","White","Not-in-family","Other-service","Married-spouse-absent",12,"Assoc-acdm",101128,"Private",56
"349","<=50K","United-States",25,0,0,"Male","White","Own-child","Prof-specialty","Never-married",13,"Bachelors",156464,"Private",31
"350",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",117963,"Private",33
"351","<=50K","United-States",40,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",9,"HS-grad",192262,"Private",26
"352",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",111363,"Private",33
"353","<=50K","United-States",30,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",7,"11th",329752,"Local-gov",46
"354",">50K","United-States",40,0,0,"Male","White","Husband","?","Married-civ-spouse",13,"Bachelors",372020,"?",59
"355",">50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",95432,"Federal-gov",38
"356","<=50K","United-States",40,0,0,"Male","Other","Unmarried","Other-service","Widowed",7,"11th",161400,"Private",65
"357",">50K","United-States",40,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",11,"Assoc-voc",96129,"Private",40
"358","<=50K","United-States",35,0,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",9,"HS-grad",111949,"Private",42
"359","<=50K","Portugal",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",5,"9th",117125,"Self-emp-not-inc",26
"360","<=50K","United-States",24,0,0,"Female","White","Wife","Other-service","Married-civ-spouse",6,"10th",348022,"Private",36
"361",">50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",270092,"Private",62
"362","<=50K","United-States",45,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",13,"Bachelors",180609,"Private",43
"363",">50K","United-States",45,1564,0,"Male","White","Not-in-family","Exec-managerial","Divorced",13,"Bachelors",174575,"Private",43
"364","<=50K","United-States",55,0,0,"Male","White","Not-in-family","Sales","Married-spouse-absent",9,"HS-grad",410439,"Private",22
"365","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",92262,"Private",28
"366","<=50K","United-States",45,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",183081,"Self-emp-not-inc",56
"367","<=50K","United-States",15,0,0,"Female","White","Not-in-family","Sales","Never-married",12,"Assoc-acdm",362589,"Private",22
"368",">50K","United-States",45,0,0,"Female","White","Not-in-family","Exec-managerial","Divorced",13,"Bachelors",212448,"Private",57
"369","<=50K","United-States",40,0,0,"Female","White","Unmarried","Sales","Divorced",9,"HS-grad",481060,"Private",39
"370","<=50K","United-States",15,0,0,"Female","White","Unmarried","Adm-clerical","Never-married",10,"Some-college",185885,"Federal-gov",26
"371","<=50K","United-States",10,0,0,"Male","White","Own-child","Other-service","Never-married",7,"11th",89821,"Private",17
"372",">50K","United-States",38,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",11,"Assoc-voc",184018,"State-gov",40
"373","<=50K","United-States",40,0,0,"Male","Black","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",256649,"Private",45
"374","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Craft-repair","Never-married",9,"HS-grad",160323,"Private",44
"375","<=50K","United-States",10,0,0,"Female","White","Own-child","Adm-clerical","Never-married",10,"Some-college",350845,"Local-gov",20
"376","<=50K","United-States",40,0,0,"Female","White","Wife","Craft-repair","Married-civ-spouse",9,"HS-grad",267404,"Private",33
"377","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Sales","Never-married",10,"Some-college",35633,"Private",23
"378","<=50K","United-States",30,0,0,"Male","White","Not-in-family","Exec-managerial","Divorced",14,"Masters",80914,"Self-emp-not-inc",46
"379","<=50K","United-States",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",9,"HS-grad",172927,"Private",38
"380","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Transport-moving","Divorced",9,"HS-grad",174319,"Private",54
"381","<=50K","United-States",45,2339,0,"Female","White","Not-in-family","Craft-repair","Divorced",3,"5th-6th",214955,"Private",46
"382","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",344991,"Private",25
"383","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Sales","Divorced",10,"Some-college",108699,"Private",46
"384","<=50K","United-States",40,0,0,"Female","White","Wife","Transport-moving","Married-civ-spouse",10,"Some-college",117312,"Local-gov",36
"385","<=50K","United-States",25,0,0,"Female","White","Not-in-family","Other-service","Never-married",9,"HS-grad",396099,"Private",23
"386","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Machine-op-inspct","Separated",9,"HS-grad",134152,"Private",29
"387",">50K","United-States",6,2415,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",10,"Some-college",162028,"Private",44
"388","<=50K","United-States",16,0,0,"Female","White","Own-child","Adm-clerical","Never-married",10,"Some-college",25429,"Private",19
"389","<=50K","United-States",40,0,0,"Female","White","Other-relative","Other-service","Never-married",9,"HS-grad",232392,"Private",19
"390",">50K","United-States",40,0,0,"Female","White","Wife","Other-service","Married-civ-spouse",9,"HS-grad",220098,"Private",35
"391","<=50K","United-States",50,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",13,"Bachelors",301302,"Private",27
"392","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Separated",12,"Assoc-acdm",277946,"Self-emp-not-inc",46
"393",">50K","?",45,0,7688,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",98101,"State-gov",34
"394","<=50K","United-States",35,0,0,"Female","White","Not-in-family","Other-service","Never-married",9,"HS-grad",196164,"Private",34
"395","<=50K","United-States",40,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",10,"Some-college",115562,"Private",44
"396","<=50K","United-States",40,0,0,"Female","White","Unmarried","Handlers-cleaners","Divorced",10,"Some-college",96975,"Private",45
"397","<=50K","United-States",35,0,0,"Female","White","Other-relative","?","Never-married",9,"HS-grad",137300,"?",20
"398",">50K","United-States",55,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",86872,"Private",25
"399",">50K","United-States",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",132178,"Self-emp-inc",52
"400","<=50K","United-States",40,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",10,"Some-college",416103,"Private",20
"401","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Other-service","Never-married",10,"Some-college",108574,"Private",28
"402",">50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",13,"Bachelors",288353,"State-gov",50
"403","<=50K","United-States",64,0,0,"Female","White","Not-in-family","Tech-support","Divorced",11,"Assoc-voc",227689,"Private",34
"404","<=50K","Puerto-Rico",40,2179,0,"Male","Other","Husband","Handlers-cleaners","Married-civ-spouse",4,"7th-8th",166481,"Private",28
"405",">50K","United-States",65,1977,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",445382,"Private",41
"406","<=50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",9,"HS-grad",110145,"Private",28
"407","<=50K","United-States",25,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",317253,"Self-emp-not-inc",46
"408",">50K","United-States",40,1887,0,"Female","White","Wife","?","Married-civ-spouse",10,"Some-college",123147,"?",28
"409","<=50K","United-States",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",364657,"Private",32
"410","<=50K","United-States",24,0,0,"Female","Black","Not-in-family","Other-service","Divorced",10,"Some-college",42346,"Local-gov",41
"411","<=50K","United-States",40,0,0,"Female","Black","Unmarried","Handlers-cleaners","Never-married",9,"HS-grad",241951,"Private",24
"412","<=50K","United-States",40,0,0,"Female","White","Unmarried","Exec-managerial","Divorced",10,"Some-college",118500,"Private",33
"413",">50K","United-States",60,0,15024,"Male","White","Husband","Exec-managerial","Married-civ-spouse",16,"Doctorate",188386,"Private",46
"414","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",10,"Some-college",1033222,"State-gov",31
"415",">50K","United-States",50,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",8,"12th",92440,"Private",35
"416","<=50K","Mexico",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",2,"1st-4th",190762,"Private",52
"417","<=50K","United-States",19,0,0,"Female","White","Own-child","Other-service","Never-married",7,"11th",426017,"Private",30
"418","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Machine-op-inspct","Separated",7,"11th",243867,"Local-gov",34
"419","<=50K","United-States",40,0,0,"Female","White","Unmarried","Transport-moving","Divorced",9,"HS-grad",240283,"State-gov",34
"420","<=50K","United-States",30,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",61777,"Private",20
"421","<=50K","United-States",18,0,2176,"Male","White","Own-child","Handlers-cleaners","Never-married",7,"11th",175024,"Private",17
"422",">50K","United-States",40,0,0,"Female","White","Wife","Exec-managerial","Married-civ-spouse",13,"Bachelors",92003,"State-gov",32
"423","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Farming-fishing","Divorced",9,"HS-grad",188401,"Private",29
"424","<=50K","United-States",35,0,0,"Female","White","Unmarried","Craft-repair","Never-married",6,"10th",228528,"Private",33
"425","<=50K","United-States",60,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",9,"HS-grad",133373,"Private",25
"426","<=50K","United-States",40,1408,0,"Male","White","Not-in-family","Prof-specialty","Never-married",14,"Masters",255191,"Federal-gov",36
"427","<=50K","Dominican-Republic",72,0,0,"Male","White","Not-in-family","Handlers-cleaners","Never-married",9,"HS-grad",204653,"Private",23
"428",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",222289,"Self-emp-inc",63
"429","<=50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",287480,"Local-gov",47
"430","<=50K","United-States",24,0,0,"Male","White","Not-in-family","?","Widowed",9,"HS-grad",107762,"?",80
"431","<=50K","United-States",40,0,0,"Male","White","Own-child","?","Never-married",7,"11th",202521,"?",17
"432","<=50K","United-States",40,0,2174,"Female","White","Not-in-family","Prof-specialty","Married-spouse-absent",13,"Bachelors",204116,"Self-emp-not-inc",40
"433",">50K","United-States",25,0,0,"Female","White","Wife","Other-service","Married-civ-spouse",12,"Assoc-acdm",29662,"Private",30
"434","<=50K","Philippines",40,1980,0,"Male","Asian-Pac-Islander","Own-child","Craft-repair","Never-married",10,"Some-college",116358,"Private",27
"435",">50K","United-States",50,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",208405,"Private",33
"436","<=50K","United-States",60,0,594,"Male","Black","Not-in-family","Farming-fishing","Never-married",9,"HS-grad",284843,"Local-gov",34
"437","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Protective-serv","Never-married",10,"Some-college",117018,"Local-gov",34
"438","<=50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",10,"Some-college",81281,"Private",23
"439","<=50K","United-States",40,0,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",10,"Some-college",340148,"Local-gov",42
"440","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",13,"Bachelors",363425,"Private",29
"441","<=50K","United-States",28,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",9,"HS-grad",45857,"Private",45
"442","<=50K","United-States",40,0,0,"Male","White","Own-child","Armed-Forces","Never-married",9,"HS-grad",191073,"Federal-gov",24
"443",">50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",10,"Some-college",116632,"Private",44
