"","income","native_country","hours_per_week","capital_loss","capital_gain","sex","race","relationship","occupation","marital_status","education_num","education","fnlwgt","workclass","age"
"2220","<=50K","United-States",30,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",6,"10th",228452,"Private",22
"2221","<=50K","United-States",35,0,0,"Female","White","Not-in-family","Other-service","Separated",9,"HS-grad",39380,"State-gov",57
"2222","<=50K","United-States",8,0,0,"Female","White","Own-child","?","Never-married",10,"Some-college",96862,"?",20
"2223","<=50K","United-States",40,0,0,"Male","Black","Own-child","Craft-repair","Never-married",4,"7th-8th",336360,"Private",23
"2224","<=50K","United-States",40,0,0,"Male","White","Unmarried","Transport-moving","Never-married",7,"11th",257644,"Private",31
"2225","<=50K","United-States",22,0,0,"Male","White","Not-in-family","Tech-support","Never-married",13,"Bachelors",235853,"State-gov",23
"2226","<=50K","United-States",40,0,0,"Female","White","Unmarried","Adm-clerical","Separated",9,"HS-grad",270577,"Private",30
"2227",">50K","United-States",50,0,0,"Female","White","Not-in-family","Prof-specialty","Separated",13,"Bachelors",222900,"Local-gov",32
"2228",">50K","United-States",40,0,0,"Female","Black","Wife","Adm-clerical","Married-civ-spouse",12,"Assoc-acdm",99254,"Private",42
"2229","<=50K","Cuba",40,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",4,"7th-8th",224763,"Private",51
"2230",">50K","United-States",40,0,15024,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",174056,"Self-emp-not-inc",59
"2231","<=50K","United-States",40,0,0,"Female","White","Own-child","Exec-managerial","Never-married",13,"Bachelors",127306,"Private",36
"2232","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Sales","Never-married",9,"HS-grad",339506,"Private",45
"2233",">50K","Germany",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",11,"Assoc-voc",178322,"Private",35
"2234","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",4,"7th-8th",189843,"Private",33
"2235","<=50K","United-States",40,0,0,"Female","White","Unmarried","Prof-specialty","Divorced",11,"Assoc-voc",160815,"Private",43
"2236",">50K","United-States",40,0,0,"Female","White","Wife","Tech-support","Married-civ-spouse",9,"HS-grad",207665,"Private",60
"2237",">50K","United-States",55,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",160402,"State-gov",37
"2238","<=50K","United-States",40,0,0,"Female","White","Unmarried","Tech-support","Never-married",10,"Some-college",170263,"Private",35
"2239","<=50K","United-States",52,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",10,"Some-college",184659,"Private",36
"2240",">50K","United-States",50,1977,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",15,"Prof-school",338320,"Federal-gov",38
"2241","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",4,"7th-8th",101017,"Private",54
"2242",">50K","United-States",40,0,0,"Male","White","Husband","Handlers-cleaners","Married-civ-spouse",11,"Assoc-voc",204322,"Private",51
"2243",">50K","United-States",45,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",12,"Assoc-acdm",241350,"Private",45
"2244","<=50K","United-States",40,0,0,"Female","White","Unmarried","Exec-managerial","Divorced",10,"Some-college",217994,"Federal-gov",63
"2245",">50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",128143,"Private",51
"2246","<=50K","United-States",18,0,0,"Male","White","Not-in-family","Sales","Divorced",14,"Masters",164065,"Self-emp-not-inc",58
"2247","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",9,"HS-grad",78866,"Local-gov",64
"2248","<=50K","United-States",40,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",10,"Some-college",236769,"Private",20
"2249",">50K","Philippines",40,0,0,"Male","Asian-Pac-Islander","Husband","Adm-clerical","Married-civ-spouse",13,"Bachelors",239539,"Federal-gov",44
"2250","<=50K","United-States",48,0,0,"Female","White","Unmarried","Exec-managerial","Divorced",13,"Bachelors",34028,"Private",39
"2251","<=50K","United-States",40,0,0,"Female","White","Unmarried","Adm-clerical","Never-married",10,"Some-college",207847,"State-gov",45
"2252",">50K","United-States",55,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",16,"Doctorate",175935,"Private",44
"2253","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Exec-managerial","Never-married",10,"Some-college",218445,"Federal-gov",22
"2254",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",215833,"Self-emp-inc",63
"2255","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Other-service","Separated",11,"Assoc-voc",156976,"Private",26
"2256","<=50K","United-States",45,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",13,"Bachelors",220647,"Self-emp-not-inc",42
"2257","<=50K","United-States",25,0,0,"Female","White","Own-child","Other-service","Never-married",9,"HS-grad",218343,"Private",20
"2258",">50K","United-States",40,0,7298,"Male","White","Husband","Sales","Married-civ-spouse",14,"Masters",241431,"Private",29
"2259","<=50K","Vietnam",40,1741,0,"Male","Asian-Pac-Islander","Unmarried","Exec-managerial","Never-married",13,"Bachelors",123983,"Local-gov",38
"2260","<=50K","United-States",40,0,0,"Male","White","Own-child","Transport-moving","Never-married",9,"HS-grad",73289,"Private",25
"2261","<=50K","United-States",50,0,0,"Male","White","Other-relative","Craft-repair","Married-civ-spouse",13,"Bachelors",408623,"Private",27
"2262","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Adm-clerical","Divorced",11,"Assoc-voc",169180,"Private",46
"2263","<=50K","United-States",60,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",10,"Some-college",54929,"Private",31
"2264","<=50K","United-States",35,0,0,"Male","White","Own-child","Exec-managerial","Never-married",11,"Assoc-voc",306779,"Private",24
"2265",">50K","United-States",50,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",159549,"Private",43
"2266","<=50K","Mexico",21,0,0,"Male","White","Own-child","Machine-op-inspct","Never-married",8,"12th",482082,"Private",23
"2267","<=50K","United-States",37,0,0,"Female","Black","Unmarried","Transport-moving","Never-married",9,"HS-grad",286101,"Local-gov",32
"2268","<=50K","Poland",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",167955,"Private",44
"2269","<=50K","United-States",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",209040,"Self-emp-not-inc",40
"2270","<=50K","United-States",40,0,0,"Male","White","Unmarried","Craft-repair","Divorced",9,"HS-grad",105017,"Private",38
"2271","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Machine-op-inspct","Never-married",11,"Assoc-voc",27776,"Private",23
"2272","<=50K","United-States",10,1602,0,"Female","White","Own-child","Sales","Never-married",10,"Some-college",242941,"Private",19
"2273","<=50K","United-States",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",118853,"Private",41
"2274","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",119565,"Private",48
"2275","<=50K","United-States",40,1902,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",10,"Some-college",196827,"Private",23
"2276","<=50K","United-States",35,0,0,"Female","White","Own-child","Other-service","Widowed",12,"Assoc-acdm",275361,"Private",47
"2277","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",225193,"Private",42
"2278","<=50K","United-States",10,0,0,"Female","White","Other-relative","Sales","Never-married",6,"10th",329783,"Private",17
"2279","<=50K","United-States",70,0,0,"Female","White","Not-in-family","Prof-specialty","Never-married",15,"Prof-school",107411,"Local-gov",29
"2280","<=50K","United-States",20,0,0,"Female","White","Not-in-family","Prof-specialty","Never-married",10,"Some-college",258490,"State-gov",21
"2281","<=50K","United-States",27,0,0,"Male","White","Own-child","?","Never-married",7,"11th",120243,"?",18
"2282",">50K","Mexico",40,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",9,"HS-grad",219509,"Private",31
"2283","<=50K","United-States",40,0,0,"Female","White","Unmarried","Prof-specialty","Never-married",13,"Bachelors",29174,"Local-gov",27
"2284","<=50K","Canada",40,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",16,"Doctorate",40083,"Private",29
"2285","<=50K","United-States",45,0,0,"Female","White","Not-in-family","Sales","Never-married",13,"Bachelors",87528,"Private",23
"2286",">50K","Taiwan",55,0,0,"Male","Asian-Pac-Islander","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",116379,"Private",41
"2287",">50K","United-States",35,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",216214,"Local-gov",46
"2288","<=50K","Haiti",25,0,0,"Female","Black","Other-relative","Protective-serv","Married-civ-spouse",10,"Some-college",268051,"Private",34
"2289","<=50K","United-States",24,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",121718,"Self-emp-not-inc",42
"2290","<=50K","United-States",15,1719,0,"Female","White","Own-child","Handlers-cleaners","Never-married",9,"HS-grad",201901,"Private",18
"2291","<=50K","United-States",37,0,0,"Male","White","Not-in-family","Craft-repair","Divorced",9,"HS-grad",109089,"Private",46
"2292","<=50K","United-States",15,0,0,"Male","White","Own-child","?","Never-married",7,"11th",346382,"?",18
"2293",">50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",284129,"Private",52
"2294","<=50K","United-States",40,0,0,"Female","White","Unmarried","Craft-repair","Divorced",9,"HS-grad",143030,"Private",56
"2295","<=50K","United-States",40,0,0,"Male","White","Own-child","Machine-op-inspct","Never-married",11,"Assoc-voc",212619,"Private",21
"2296","<=50K","United-States",20,0,0,"Male","White","Other-relative","Craft-repair","Never-married",9,"HS-grad",199011,"Self-emp-not-inc",22
"2297","<=50K","United-States",45,0,0,"Female","White","Unmarried","Adm-clerical","Divorced",13,"Bachelors",118901,"Private",31
"2298","<=50K","United-States",60,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",9,"HS-grad",129865,"Self-emp-not-inc",41
"2299","<=50K","United-States",40,0,0,"Female","White","Unmarried","Adm-clerical","Separated",10,"Some-college",157900,"Private",25
"2300","<=50K","United-States",60,0,0,"Male","White","Not-in-family","Exec-managerial","Divorced",13,"Bachelors",349341,"Self-emp-not-inc",43
"2301","<=50K","United-States",40,0,0,"Female","White","Not-in-family","Sales","Separated",9,"HS-grad",158685,"Private",45
"2302","<=50K","United-States",60,0,0,"Male","White","Not-in-family","Tech-support","Divorced",10,"Some-college",386585,"Private",26
"2303","<=50K","United-States",35,0,0,"Male","Asian-Pac-Islander","Not-in-family","Other-service","Never-married",10,"Some-college",52386,"Private",90
"2304",">50K","United-States",40,1902,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",246891,"Private",45
"2305",">50K","United-States",40,0,0,"Female","White","Wife","Other-service","Married-civ-spouse",13,"Bachelors",190385,"Private",30
"2306","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",37869,"Private",42
"2307","<=50K","United-States",35,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",10,"Some-college",217807,"Private",20
"2308",">50K","United-States",40,0,7688,"Male","White","Husband","Prof-specialty","Married-civ-spouse",13,"Bachelors",149784,"Private",53
"2309","<=50K","United-States",38,0,0,"Female","White","Not-in-family","Adm-clerical","Widowed",9,"HS-grad",201293,"State-gov",64
"2310","<=50K","United-States",20,0,0,"Male","White","Not-in-family","Transport-moving","Widowed",4,"7th-8th",128764,"Private",56
"2311",">50K","United-States",40,0,0,"Male","White","Not-in-family","Prof-specialty","Married-spouse-absent",10,"Some-college",27444,"Private",42
"2312",">50K","United-States",40,0,0,"Female","White","Wife","Sales","Married-civ-spouse",13,"Bachelors",62438,"Private",26
"2313","<=50K","United-States",40,0,0,"Female","Amer-Indian-Eskimo","Own-child","Adm-clerical","Never-married",12,"Assoc-acdm",151726,"Local-gov",31
"2314","<=50K","United-States",40,0,0,"Female","White","Wife","Adm-clerical","Married-civ-spouse",13,"Bachelors",29841,"Private",40
"2315","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Widowed",10,"Some-college",131608,"Private",58
"2316","<=50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",110562,"Private",41
"2317","<=50K","United-States",47,0,0,"Male","White","Not-in-family","Sales","Never-married",9,"HS-grad",190541,"Self-emp-inc",58
"2318",">50K","United-States",60,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",33142,"State-gov",62
"2319",">50K","United-States",60,0,99999,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",139272,"Self-emp-inc",65
"2320","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Craft-repair","Never-married",10,"Some-college",234633,"Private",40
"2321",">50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",10,"Some-college",238386,"Local-gov",45
"2322","<=50K","United-States",55,0,0,"Male","White","Own-child","Craft-repair","Never-married",9,"HS-grad",460835,"Private",22
"2323","<=50K","China",20,0,0,"Male","Asian-Pac-Islander","Own-child","?","Never-married",10,"Some-college",243190,"?",23
"2324",">50K","United-States",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",97855,"Federal-gov",63
"2325",">50K","United-States",50,1887,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",77146,"Private",39
"2326","<=50K","United-States",40,0,0,"Male","White","Unmarried","Craft-repair","Widowed",10,"Some-college",200863,"Private",37
"2327","<=50K","Canada",40,0,0,"Male","White","Not-in-family","?","Married-spouse-absent",13,"Bachelors",41107,"?",25
"2328","<=50K","United-States",50,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",7,"11th",77415,"Private",56
"2329","<=50K","United-States",50,0,0,"Male","White","Not-in-family","Sales","Divorced",10,"Some-college",236770,"Private",32
"2330",">50K","Philippines",40,1887,0,"Female","Asian-Pac-Islander","Wife","Exec-managerial","Married-civ-spouse",10,"Some-college",173093,"Federal-gov",53
"2331","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Prof-specialty","Divorced",11,"Assoc-voc",235124,"Private",32
"2332",">50K","United-States",60,0,7688,"Male","White","Husband","Transport-moving","Married-civ-spouse",7,"11th",282604,"Self-emp-not-inc",23
"2333","<=50K","United-States",90,0,0,"Male","White","Not-in-family","Transport-moving","Separated",7,"11th",199288,"Private",35
"2334",">50K","United-States",65,1887,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",191659,"Private",51
"2335","<=50K","United-States",20,0,0,"Female","White","Own-child","Adm-clerical","Never-married",10,"Some-college",43285,"Private",19
"2336","<=50K","Guatemala",40,0,0,"Male","White","Not-in-family","Machine-op-inspct","Married-spouse-absent",7,"11th",160837,"Private",41
"2337","<=50K","United-States",25,0,0,"Male","White","Own-child","Transport-moving","Never-married",6,"10th",230574,"Private",22
"2338","<=50K","United-States",40,0,0,"Female","White","Own-child","Tech-support","Never-married",9,"HS-grad",176178,"Private",23
"2339",">50K","Taiwan",40,0,0,"Male","Asian-Pac-Islander","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",116358,"Private",36
"2340","<=50K","United-States",25,0,0,"Female","White","Not-in-family","?","Divorced",10,"Some-college",253873,"?",27
"2341","<=50K","Canada",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",11,"Assoc-voc",107787,"Private",45
"2342","<=50K","Mexico",25,0,0,"Male","White","Not-in-family","Farming-fishing","Never-married",9,"HS-grad",519627,"Self-emp-not-inc",23
"2343","<=50K","United-States",40,0,0,"Female","Black","Unmarried","Other-service","Never-married",7,"11th",191460,"Private",21
"2344",">50K","United-States",40,0,15024,"Male","White","Husband","Exec-managerial","Married-civ-spouse",14,"Masters",198282,"Private",44
"2345",">50K","United-States",40,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",214858,"Private",29
"2346","<=50K","United-States",60,0,0,"Male","White","Husband","Tech-support","Married-civ-spouse",11,"Assoc-voc",64875,"Self-emp-not-inc",36
"2347","<=50K","United-States",40,0,594,"Male","White","Own-child","Handlers-cleaners","Never-married",5,"9th",675421,"Private",18
"2348",">50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",8,"12th",134768,"Self-emp-not-inc",62
"2349","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Exec-managerial","Never-married",10,"Some-college",207342,"Federal-gov",25
"2350","<=50K","United-States",45,0,0,"Female","White","Not-in-family","Exec-managerial","Divorced",12,"Assoc-acdm",64830,"Private",34
"2351",">50K","United-States",50,0,14344,"Female","White","Not-in-family","Exec-managerial","Never-married",13,"Bachelors",220066,"Private",31
"2352",">50K","United-States",40,0,15024,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",82521,"Private",37
"2353","<=50K","England",40,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",13,"Bachelors",176711,"Private",33
"2354","<=50K","United-States",30,0,0,"Female","White","Own-child","?","Never-married",10,"Some-college",217421,"?",22
"2355","<=50K","United-States",30,0,0,"Male","White","Husband","Sales","Married-civ-spouse",12,"Assoc-acdm",111900,"Private",28
"2356","<=50K","United-States",25,0,0,"Male","White","Own-child","?","Separated",10,"Some-college",196943,"?",22
"2357",">50K","United-States",40,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",9,"HS-grad",481987,"Private",47
"2358","<=50K","United-States",3,419,0,"Male","White","Husband","?","Married-civ-spouse",7,"11th",184506,"?",67
"2359","<=50K","United-States",40,0,0,"Male","White","Own-child","?","Never-married",6,"10th",121313,"?",20
"2360","<=50K","United-States",70,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",158420,"Private",34
"2361",">50K","United-States",60,0,99999,"Male","White","Husband","Prof-specialty","Married-civ-spouse",15,"Prof-school",256000,"Private",26
"2362",">50K","United-States",44,0,7298,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",183892,"Private",36
"2363","<=50K","United-States",40,0,0,"Male","White","Own-child","Handlers-cleaners","Never-married",9,"HS-grad",42734,"Private",28
"2364","<=50K","United-States",40,0,0,"Male","Black","Own-child","Transport-moving","Never-married",9,"HS-grad",181773,"Private",22
"2365","<=50K","United-States",35,0,0,"Female","Black","Not-in-family","Other-service","Separated",10,"Some-college",184945,"Private",47
"2366","<=50K","United-States",45,0,0,"Male","White","Not-in-family","Adm-clerical","Never-married",11,"Assoc-voc",107248,"Private",33
"2367",">50K","United-States",40,0,4787,"Female","White","Not-in-family","Prof-specialty","Separated",14,"Masters",215382,"Self-emp-inc",34
"2368","<=50K","United-States",40,0,0,"Male","White","Own-child","Craft-repair","Never-married",9,"HS-grad",122999,"Private",25
"2369","<=50K","Mexico",50,0,3781,"Male","White","Husband","Handlers-cleaners","Married-civ-spouse",5,"9th",758700,"Private",37
"2370","<=50K","United-States",40,0,0,"Male","White","Husband","Protective-serv","Married-civ-spouse",9,"HS-grad",166606,"State-gov",36
"2371","<=50K","?",30,0,0,"Male","White","Not-in-family","Prof-specialty","Separated",13,"Bachelors",192060,"Local-gov",61
"2372","<=50K","United-States",40,0,3471,"Male","White","Husband","?","Married-civ-spouse",5,"9th",340939,"?",74
"2373","<=50K","Poland",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",10,"Some-college",205708,"Private",57
"2374","<=50K","England",40,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",16,"Doctorate",67450,"Private",55
"2375","<=50K","United-States",40,0,0,"Female","Black","Not-in-family","Sales","Divorced",9,"HS-grad",242077,"Private",20
"2376","<=50K","United-States",44,0,0,"Female","Black","Not-in-family","Sales","Never-married",9,"HS-grad",129573,"Private",43
"2377",">50K","England",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",181132,"Private",54
"2378","<=50K","United-States",40,0,0,"Female","White","Unmarried","Adm-clerical","Separated",10,"Some-college",212302,"Private",25
"2379","<=50K","United-States",40,1408,0,"Male","White","Not-in-family","Exec-managerial","Divorced",10,"Some-college",83411,"Private",42
"2380","<=50K","United-States",35,0,0,"Female","White","Not-in-family","?","Never-married",10,"Some-college",148751,"?",23
"2381","<=50K","United-States",10,0,0,"Male","White","Own-child","Craft-repair","Never-married",7,"11th",317681,"Private",17
"2382","<=50K","United-States",40,1590,0,"Male","White","Not-in-family","?","Never-married",9,"HS-grad",103986,"?",39
"2383","<=50K","United-States",40,0,0,"Female","Amer-Indian-Eskimo","Unmarried","Other-service","Married-spouse-absent",4,"7th-8th",30602,"Private",63
"2384","<=50K","United-States",30,0,0,"Female","White","Own-child","Exec-managerial","Never-married",10,"Some-college",172893,"Private",19
"2385",">50K","United-States",50,0,15024,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",211804,"Self-emp-inc",56
"2386",">50K","United-States",45,0,0,"Male","White","Husband","Sales","Married-civ-spouse",13,"Bachelors",312055,"Self-emp-not-inc",33
"2387","<=50K","United-States",50,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",13,"Bachelors",65390,"Private",37
"2388","<=50K","United-States",45,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",4,"7th-8th",200500,"Private",27
"2389","<=50K","United-States",40,0,0,"Male","White","Husband","Adm-clerical","Married-civ-spouse",13,"Bachelors",241962,"Local-gov",36
"2390",">50K","Canada",65,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",9,"HS-grad",78530,"Self-emp-inc",30
"2391","<=50K","United-States",55,0,0,"Male","White","Not-in-family","Prof-specialty","Never-married",13,"Bachelors",189950,"Private",22
"2392","<=50K","United-States",40,1579,0,"Male","White","Husband","Handlers-cleaners","Married-civ-spouse",10,"Some-college",111387,"Private",35
"2393","<=50K","United-States",45,0,0,"Male","White","Not-in-family","Handlers-cleaners","Never-married",9,"HS-grad",241951,"Private",20
"2394","<=50K","United-States",40,0,0,"Female","White","Own-child","Sales","Never-married",10,"Some-college",343059,"Private",18
"2395","<=50K","United-States",40,1741,0,"Male","White","Not-in-family","Machine-op-inspct","Never-married",8,"12th",302465,"Private",25
"2396",">50K","United-States",54,1564,0,"Female","White","Not-in-family","Prof-specialty","Never-married",14,"Masters",156843,"Private",53
"2397","<=50K","United-States",40,0,0,"Female","White","Own-child","?","Never-married",10,"Some-college",79728,"?",21
"2398","<=50K","United-States",35,0,0,"Female","White","Own-child","Sales","Never-married",9,"HS-grad",55284,"Private",19
"2399","<=50K","United-States",30,0,0,"Male","White","Not-in-family","Machine-op-inspct","Divorced",9,"HS-grad",509364,"Private",34
"2400","<=50K","United-States",40,0,0,"Female","Black","Not-in-family","Adm-clerical","Never-married",10,"Some-college",117927,"State-gov",32
"2401","<=50K","United-States",40,0,0,"Male","Amer-Indian-Eskimo","Own-child","Machine-op-inspct","Never-married",10,"Some-college",137651,"Private",20
"2402","<=50K","United-States",25,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",4,"7th-8th",131060,"Private",70
"2403",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",346963,"Private",57
"2404","<=50K","United-States",50,0,3137,"Male","White","Husband","Sales","Married-civ-spouse",10,"Some-college",183611,"Private",54
"2405","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",11,"Assoc-voc",134737,"Private",34
"2406",">50K","United-States",40,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",10,"Some-college",36503,"Private",48
"2407","<=50K","United-States",40,0,0,"Female","White","Wife","Other-service","Married-civ-spouse",7,"11th",250121,"Private",42
"2408","<=50K","United-States",40,0,3325,"Male","White","Not-in-family","Adm-clerical","Never-married",9,"HS-grad",330535,"Private",45
"2409","<=50K","United-States",40,0,0,"Male","White","Own-child","Other-service","Never-married",10,"Some-college",387776,"Private",27
"2410","<=50K","Mexico",40,0,0,"Male","White","Husband","Other-service","Married-civ-spouse",6,"10th",41474,"Private",51
"2411","<=50K","United-States",65,0,0,"Female","White","Unmarried","Adm-clerical","Divorced",10,"Some-college",318972,"Local-gov",36
"2412","<=50K","Philippines",40,0,0,"Male","Asian-Pac-Islander","Own-child","Exec-managerial","Never-married",10,"Some-college",86143,"Private",33
"2413","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Farming-fishing","Never-married",10,"Some-college",181139,"Private",50
"2414",">50K","United-States",50,2547,0,"Male","White","Unmarried","Exec-managerial","Divorced",13,"Bachelors",326232,"Private",44
"2415",">50K","United-States",40,0,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",14,"Masters",153976,"Local-gov",39
"2416","<=50K","United-States",25,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",5,"9th",59469,"Self-emp-not-inc",55
"2417","<=50K","United-States",40,0,0,"Female","White","Own-child","Adm-clerical","Never-married",10,"Some-college",127139,"Private",24
"2418","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Sales","Never-married",9,"HS-grad",136343,"Private",35
"2419","<=50K","United-States",40,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",8,"12th",350624,"Self-emp-not-inc",32
"2420",">50K","United-States",40,2174,0,"Male","White","Husband","?","Married-civ-spouse",13,"Bachelors",177351,"?",66
"2421","<=50K","United-States",30,2206,0,"Female","White","Not-in-family","Adm-clerical","Widowed",9,"HS-grad",166149,"Private",68
"2422","<=50K","United-States",60,0,0,"Male","White","Husband","Transport-moving","Married-civ-spouse",7,"11th",121523,"Private",29
"2423","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Sales","Never-married",13,"Bachelors",267396,"Self-emp-not-inc",24
"2424","<=50K","United-States",40,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",5,"9th",83045,"Private",61
"2425",">50K","United-States",44,0,0,"Male","White","Husband","Machine-op-inspct","Married-civ-spouse",9,"HS-grad",160449,"Private",34
"2426",">50K","Greece",35,2415,0,"Male","White","Husband","Prof-specialty","Married-civ-spouse",15,"Prof-school",124137,"Self-emp-inc",55
"2427","<=50K","United-States",36,0,0,"Male","White","Own-child","?","Never-married",10,"Some-college",287681,"?",20
"2428","<=50K","United-States",40,0,0,"Female","White","Own-child","Sales","Never-married",9,"HS-grad",154194,"Private",41
"2429","<=50K","United-States",84,0,0,"Male","White","Husband","Farming-fishing","Married-civ-spouse",9,"HS-grad",295127,"Self-emp-not-inc",36
"2430",">50K","United-States",40,0,7298,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",240521,"Private",60
"2431",">50K","United-States",52,0,0,"Male","White","Husband","Craft-repair","Married-civ-spouse",9,"HS-grad",244087,"Self-emp-not-inc",61
"2432","<=50K","China",35,0,0,"Male","Asian-Pac-Islander","Husband","Sales","Married-civ-spouse",15,"Prof-school",356250,"Private",35
"2433",">50K","United-States",50,0,0,"Male","White","Husband","Exec-managerial","Married-civ-spouse",13,"Bachelors",293791,"State-gov",42
"2434","<=50K","United-States",40,0,0,"Male","White","Not-in-family","Tech-support","Never-married",13,"Bachelors",44308,"Private",26
"2435","<=50K","United-States",40,0,0,"Female","Black","Unmarried","Other-service","Never-married",10,"Some-college",210527,"Local-gov",44
"2436","<=50K","United-States",25,0,0,"Male","White","Not-in-family","Adm-clerical","Never-married",14,"Masters",151763,"State-gov",31
"2437","<=50K","United-States",40,0,0,"Male","Black","Not-in-family","Other-service","Never-married",9,"HS-grad",267581,"State-gov",39
"2438","<=50K","United-States",24,0,0,"Female","White","Own-child","Tech-support","Never-married",10,"Some-college",100188,"Private",20
